id,created_at,created_by,version,title,description,lat,lng,street,zip,city,country,state,homepage,contact_name,contact_email,contact_phone,opening_hours,founded_on,categories,tags,license,image_url,image_link_url,avg_rating
db61d8afe6bd49cfa7b40a12199ea059,1579866436,,5,Kollateralschaden,"Modemarke, die auf ""slow fashion"" setzt. Es werden nur Stoffe aus Bio-Baumwolle verwendet, die anschließend im Neuköllner Atelier zu Kleidung verarbeitet werden.",52.492945744885574,13.424692160182023,Bürknerstraße 11,12047,Berlin,,,https://www.kollateralschaden.com/,,info@kollateralschaden.com,030 530 810 62,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"biologisch,fashion,kleidung,leitungswasser,lokal,nachhaltig,nachhaltigkeit,refill,refill-station,slow,trinkwasser",CC0-1.0,https://d2v01xjmjw73dt.cloudfront.net/api/image/collection/0a714944-2752-4833-9471-054405e43928/GALLERY_IPAD_RETINA,https://www.kollateralschaden.com/,0.3333333333333333
71c5801850564822927d74c4efc88305,1656506109,,2,BIO COMPANY SE | Kladower Damm,"Öffnungszeiten:
Mo - Sa: 08:00 - 20:00",52.455517487812564,13.144975394543714,Kladower Damm 362-364,14089,Berlin,,,https://www.biocompany.de/bio-company-markt-finden/l/berlin/kladower-damm-362-364/358393,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"barrierefrei,bio,food,gemüse,lebensmittel,leitungswasser,obst,refill,refill-station,trinkwasser",CC0-1.0,https://s3.eu-central-1.amazonaws.com/uberall-userpics-prod/358393/medium_OlJ9w6hPvC.jpg,https://www.biocompany.de/bio-company-markt-finden/l/berlin/kladower-damm-362-364/358393,0.3333333333333333
b24c27ae6a644f468a38c1f62fcdc0bd,1719569648,,6,NIRGENDWO,"Rund um diese Esche und dem ehem. Lokschuppen ist ein Stadtbiotop gediehen und gewachsen, welches ein Zuhause für zahlreiche Pfanzen und Tiere bietet.",52.51040001051054,13.444400026204251,Helsingforser Straße 10,10243,Berlin,Deutschland,,http://www.nirgendwo-berlin.de/,,,,"flexibel, je nach Wetter",,2cd00bebec0c48ba9db761da48678134,"biotoppflege,leitungswasser,lernortfürmorgen,refill,refill-station,trinkwasser,veranstaltungen",CC0-1.0,https://nirgendwo-berlin.de/wp-content/uploads/2023/02/IMG_4795-scaled.jpg,http://www.nirgendwo-berlin.de/,0.3333333333333333
3e1294a5ae2e4628b0be8efdcf2c211d,1579861189,,2,Der Sache wegen,"Mo-Fr. 12:00-20:00 Sa. 10:00-20:00

Das Konzept ist eine Mischung aus verschiedenen Einzelhandels- konzepten wie unverpackt Laden, Bio-/ regionaler Wochenmarkt und Weltladen. Hinzu kommt der Anspruch auf Plastik und Palmöl zu verzichten.",52.544336701996784,13.41800390436221,Lychener Straße 47,10437,Berlin,,,https://www.der-sache-wegen.de/,,hallo@der-sache-wegen.de,030 856 261 02,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"bio,kiezladen,leitungswasser,refill,refill-station,regional,unverpackt,verpackungsfrei,weltladen,wochenmarkt,zero-waste,zerowaste",CC0-1.0,https://der-sache-wegen.de/wp-content/uploads/2019/06/1.Bild-ohne-Slider_DSW_Laden_Presse_016-1.jpg,https://www.der-sache-wegen.de/,0.16666666666666666
2050efb03ff14b7ba52fffcbbb5f8b92,1563888213,,5,soulbottles,"Verkauf von plastikfreien Trinkflaschen, die gut für dich und die Welt sind.",52.45448198749427,13.39871479822263,Volkmarstr. 1-7,12099,Berlin,,,https://www.soulbottles.de/story/das-sind-wir/,,hello@soulbottles.com,+49 (0)30 50966512,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"flaschen,leitungswasser,plastikfrei,refill,refill-station,teal-organization,trinkwasser,wasser,water",CC0-1.0,,,0.16666666666666666
2c66c410162244e384778fa2024f5878,1638270592,,6,Erica Naturkosmetik,"Erica füllt nicht nur Deine Trinkflasche wieder auf, sondern stellt auch Seifen her bzw. verkauft diese weiter. Natürlich alles ohne Plastik, Mikroplastik und Palmöl. 

Öffnungszeiten
Mo-Fr  11-18 Uhr
Sa 11-16 Uhr",52.48647001222077,13.43465472265829,Weserstrasse 191,12045,Berlin,,,https://www.erica-naturkosmetik.com/,,info@erica-naturkosmetik.com,030-69572600 ,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,naturkosmetik,refill,refill-station,seifen,trinkwasser,zero-waste",CC0-1.0,https://image.jimcdn.com/app/cms/image/transf/dimension=2048x2048:format=jpg/path/sa140512747dc432e/image/i67dda0fc80804ef6/version/1510033654/image.jpg,https://www.erica-naturkosmetik.de/,0.16666666666666666
a48540cb02f647f9b154f1ba142bd3a6,1691679066,,5,martas Gästehäuser Hauptbahnhof Berlin,"Sie Finden martas Gästehäuser Hauptbahnhof Berlin auf dem Gelände der Berliner Stadtmission.
Es gibt die Möglichkeit seine Wasserflasche nachzufüllen, da wir einen Wasserspender haben.
",52.527199984773624,13.361899970733514,Seydlitzstr. 20,10557,Berlin,Deutschland,,https://hbf-berlin.martas.org/,,hbf-berlin@martas.org,+49306903333,6:00-22:00 Uhr,,2cd00bebec0c48ba9db761da48678134,"cafe,gastronomie,leitungswasser,refill,refill-station,restaurant,trinkwasser",CC0-1.0,,,0.16666666666666666
ea0fd11b927540c082a1175664738ab2,1719341947,,3,BAUERei Potsdam in Grube - SoLaWi,Solidarische Landwirtschaft und Bildung,52.43339999226546,12.95140003457265,Wublitzstraße 11,14469,Grube,Germany,Brandenburg,http://www.bauerei-grube.de/,bauern@solawi-grube.de,,01607881750,"Do 15-18.00 Uhr und 1.Sa im Monat, Mitmachacker, ab 9.30 Uhr",,77b3c33a92554bcf8e8c2c86cedd6f6f,"bildung,bio,cafe,food,gastronomie,gemüse,lebensgemeinschaft,lebensmittel,leitungswasser,obst,refill,refill-station,schule,solidarische-landwirtschaft,trinkwasser,wohnprojekt,ökodorf",CC0-1.0,,,0.16666666666666666
5f2c8a3b5ad04a4da7d8e29b70b53230,1563883900,,0,Salon Heinel,"Öffnungszeiten:
Di-Fr 10:00-19:00 Uhr",52.52880822053589,13.629235324277186,Taxusweg 12,12623,Berlin,,,https://www.salonheinel.de/,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
df87f49cb1a845619cb3ef8405f83e06,1563884034,,1,Pfefferbett Hostel,"Öffnungszeiten:
24/7",52.53219253967153,13.41090962915258,Christinenstraße,10119,Berlin,,,https://www.pfefferbett.de/,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
6c9c18d4b0d24feab5fc1b67c2d4e82e,1563884098,,1,Impact Hub Berlin,"GLOBAL COMMUNITY, CONSULTANCY AND CREATIVE SPACE
Öffnungszeiten:
Montag - Freitag, 09:00 - 18:00",52.50073253293556,13.391018953822096,Friedrichstrasse 246,10969,Berlin,,,https://berlin.impacthub.net/,,,+49 30 259 257 25,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"gründerökosystem,leitungswasser,refill,refill-station,send-ev,socent,social-startup,trinkwasser",CC0-1.0,,,0.0
a371c273efcb4d29950c0741d0629b2e,1563885102,,0,Varia Vineta - das Stadttheater Pankow,"Varia Vineta - das Stadttheater Pankow
Refill-Station",52.55853078447214,13.412953304784816,Berliner Strasse 53,13189,Berlin,,,https://www.stadttheaterpankow.de/,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
b9e39eee7e7b4decb916bffe87e28794,1563885307,,0,Buchhandlung DIE INSEL,"Öffnungszeiten:
Mo-Fr: 9:30 -19:00
Sa 9:30 -15:00",52.53413580010372,13.431121331374683,Greifswalder Str. 41,10405,Berlin,,,,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,refill-sticker,trinkwasser",CC0-1.0,,,0.0
d34851e6be7e44a5a798e6c70eb24e1d,1563989380,,0,Ev. Dreieinigkeitskirchengemeinde,Refill-Station,52.43156045788506,13.473360088408628,Lipschitzallee 7,12351,Berlin,,,,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
e051d6c970b941bbbde3645bbba43b8b,1563989526,,1,Blumen Weyer,Verkauf fair-gehandelter Rosen.,52.485364816377576,13.432783965688564,Sonnenallee 51,12045,Berlin,,,https://www.blumen-weyer.de/,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"blumen,fair,leitungswasser,refill,refill-station,rosen,trinkwasser",CC0-1.0,,,0.0
1d38740516134651b5b3e0d85074298b,1563989725,,0,Blumen Weyer,"Öffnungszeiten:
Mo-Fr: 8:00 - 18:00 Uhr 
Sa: 8:00 - 15:00 Uhr",52.461564905225096,13.32547029169531,Schloßstr. 111,12163,Berlin,,,https://www.blumen-weyer.de/,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
73fa70445ecf467ab5265ccdac1c7121,1563989907,,0,Kleine Bar,Refill-Station,52.543785591863,13.377621738881627,Hochstraße 44,,Berlin,,,https://www.facebook.com/KleineBar.Berlin/,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
b4c64a1b4e694427942370a0d280a77d,1563989969,,0,Father Carpenter,"Öffnungszeiten:
Mo-Fr: 9:00-18:00
Sa: 10:00-18:00",52.52444380546196,13.406596134140434,Münzstraße 21,,Berlin,,,https://www.m.facebook.com/fathercarpentercoffee/,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
d0864c93e3fe48a8be468ad44660e193,1563990529,,0,Apotheke am Herrfurthplatz,"Öffnungszeiten: 
Mo-Fr 8:30-18:30,
Sa 8:30-13:00",52.47733168419326,13.423061293281178,Herrfurthstr. 9,,Berlin,,,https://www.apotheke-am-herrfurthplatz.de/,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
db9b856526f84de68ac5b1aa5a40991f,1564065090,,0,Tina´s Feinbäckerei,"Öffnungszeiten  
Mo-Fr von 7-15 Uhr
Sa+So von 7-11 Uhr",52.460470396308445,13.52213840630005,Wilhelminenhofstraße 44,,Berlin,,,,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
8c815ed829c0450ca9d94444f713247b,1564065413,,0,Praetotec,"Öffnungszeiten:
Mo-Fri 10-19
Sa 10-16",52.50016340170995,13.324699408060265,Uhlandstr. 33,10719,Berlin,,,https://www.praetotec.de/,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
b03e3cd77539441d9eeb725bcbd6188e,1564115339,,0,KB Kiez Büro,"Refill Station
",52.49629888334139,13.428418586695761,Reichenberger Str. 136,10999,Berlin,,,,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
f91d21441fb64a629cadc77c0fb930db,1564115895,,0,Kundenzentrum Berliner Wasserbetriebe,"Öffnungszeiten:
Mo - Do: 8:30 - 16:30 Uhr
Fr: 8:30 - 15:30 Uhr

",52.51555165393071,13.410599834011215,Neue Jüdenstraße 1,,Berlin,,,,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,refill-sticker,trinkwasser",CC0-1.0,,,0.0
c12308aa5f574ce8acb6a40deb6cf88f,1564229191,,0,Stone Brewing GmbH,"Öffnungszeiten: 
Mo-Sa 12:00 - 00:00
So: 10:00- 22:00",52.43857611084291,13.368149433922092,Im Marienpark 22,12107,Berlin,,,https://www.stonebrewing.eu/,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
219276c0e3fb4231a78113fd227105d0,1564259482,,0,Kakadu,"Öffnungszeiten:
Di-Fr: 12-22Uhr
Sa-So 9-22Uhr",52.55775767963275,13.390260978317942,Soldiner Str. 13,13359,Berlin,,,https://www.kakadu.berlin-basement.de/,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
8c1e492583334b258431a5fca853f76a,1564259683,,0,"Wahlkreisbüro, MdA Fraktion Bündnis 90/Die Grünen","Öffnungszeiten:
Dienstag 10:30-15:30 Uhr
Mittwoch 10:30-15.30 Uhr
Samstag 10:30-13:30 Uhr
",52.54659772037836,13.453459606251428,Meyerbeerstraße 30,13088,Berlin,,,https://www.stefanie-remlinger.de/,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
8af145516a2e484cbcaaade6ff1f8202,1564259869,,0,POP - Dein Plattenladen,"Öffnungszeiten
freitags 12 - 19 Uhr
samstags 12 - 18 Uhr",52.49270078376527,13.369975096252736,Yorckstr. 52,10961,Berlin,,,,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
4efbb2004a8c4fa3b6a3c356ab255f70,1564260419,,0,WETTBUREAU / Wigwam eG,"Öffnungszeiten: 
immer wenn der Logowürfel leuchtet",52.55519830740764,13.383494016427312,Prinzenallee 74,13357,Berlin,,,https://www.wettbureau.im/,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
9e31223c8d674c768853f942443dd5d3,1564260570,,0,WHITECONCEPT,"Öffnungszeiten:
Mon – Fri 11:00 – 17:00 h",52.52766061226263,13.401119566243663,Auguststrasse 35,10119,Berlin,,,https://www.whiteconcepts-gallery.com/,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
9dcba6f682364f1da32346c9523c5ef5,1564262665,,0,LUSH,"Öffnungszeiten:
Täglich Mo - Sa 10 - 21 Uhr",52.519611805919375,13.388709488040167,Friedrichstraße 96,10117,Berlin,,,https://www.de.lush.com/shops,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
9f49b99694c647308f642760b72a076c,1564262969,,0,LUSH,"Öffnungszeiten:
Mo - Sa 10 - 20 Uhr",52.463127082429416,13.323649909963668,Schlossstraße 15,12163,Berlin,,,https://www.e.lush.com/shops,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
f63888898ecf4904831d30dd8c51f187,1564263640,,0,TORREFAZIONE,"Öffnungszeiten:
Mo-Fr: 9:00-18:30
Sa: 8:30-14:00",52.42704060041674,13.326483663789222,Oberhofer Weg 4,12209,Berlin,,,,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
4005cf6cef504b9f9efa1b58f84c9f14,1564263823,,0,beauty2relax,"Öffnungszeiten:
Mo-Fr.: 12.00-18.00",52.49133189324817,13.32423614027176,Güntzelstraße 42,10717,Berlin,,,,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
49c38f0be0314fa5bd2a4722deb19970,1564265966,,0,Adler Apotheke Adlershof oHG,"Öffnungszeiten: 
Mo - Fr 08:00 - 19:00 Uhr
Sa 09:00 - 14:00 Uhr",52.43601648716071,13.543221994090462,Dörpfeldstraße 7,12489,Berlin,,,https://www.adler-apotheke-adlershof-berlin.de/,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
aa2c5a542ce94d7d935d25e09cd8b481,1564319099,,0,Quartier Apotheke Nolleturm,"Öffnungszeiten:
Mo-Fr 8.30-20 Uhr
Sa 9-17 Uhr",52.49945940566224,13.352303194511823,Nollendorfplatz 3-4,10777,Berlin,,,https://www.quartier-apotheke.de/,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
c0079d36b8284287b3e90e532cad50b1,1564319312,,0,Quartier Apotheke Goltzstraße,"Öffnungszeiten:
Mo-Fr 9-20 Uhr
Sa 9-17 Uhr",52.493868718153735,13.353601718951763,Goltzstraße 35,10781,Berlin,,,https://www.quartier-apotheke.de/,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
f8ba2d37ec104cd9922b886aeb024fc9,1564321523,,0,Sonnenschein-Apotheke,"Öffnungszeiten:     
Montag -Freitag     8:00 - 19:00 Uhr
Samstag                 8:00 -13:00 Uhr",52.47891360077956,13.524235223198419,Treskowallee 128,10318,Berlin,,,https://www.sonnenschein-apotheke.de/,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
a3070f9178dc4adc93a0ef38cbdde99d,1564323405,,0,Wasserkontor,"Öffnungszeiten: 
Mo-Fr: 10-13 & 14-19 Uhr, 
Sa: 10-18 Uh",52.531730403439944,13.433993222859685,Bötzowstr. 29,10407,Berlin,,,https://www.wasserkontor.de/,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
1e08481611c342fa9d4112b36547eff6,1564323706,,0,Apotheke am Helmholtzplatz,"Öffnungszeiten: 
Mo - Fr 8.00 bis 19.00, Sa 8.30 bis 13.30",52.54206428422689,13.419945823689897,Raumerstr. 14a,10437,Berlin,,,https://www.apotheke-prenzlauer-berg.de/,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
1e8e09faf252424f8de0ae1dad7236f7,1564324260,,0,Ahorn Apotheke,"Öffnungszeiten: 
Mo-Fr: 8.30-18.30 Uhr
Sa  :     9.00-13-00 Uhr",52.52366780886597,13.449966112826935,Petersburger Str. 31,10249,Berlin,,,https://www.ahorn-apotheke.net/,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
36fc603f128b4073a80341dc8428da6a,1564324478,,0,Lauter-Apotheke,"Öffnungszeiten:
Mo-Fr. 9-18:30
Sa 9-14
",52.470725990119725,13.334786274160624,Rheinstr. 63,12159,Berlin,,,https://www.lauterapotheke.de/,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
898009ddaa5f4c829fee78bc596f5163,1564330738,,0,Reseda-Apotheke,"Öffnungszeiten:
Mo-Fr       08:00-18:30 Uhr
Samstag   09:00-13:00 Uhr",52.55324029482586,13.434261276123236,Gustav-Adolf-Str. 14,13086,Berlin,,,https://www.reseda-apotheke.de/,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
42c5447958c34ebfbddd47538bf1991f,1564338776,,0,Bären-Apotheke im Storkower Bogen,"Öffnungszeiten:
Mo.-Fr. 08:00-18:30 Uhr
Sa. 08:00-13:00 Uhr",52.524390915652916,13.465229139414257,Storkower Str. 207 B,10369,Berlin,,,https://www.baerenberlin.de/,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
a6b7f1dbf43940fab49336e0774b3b37,1564338974,,0,Kiezbüro DIE LINKE,"Öffnungszeiten: 
Montag     12.00 - 15.00 Uhr
Dienstag   10.00 - 15.00 Uhr
Mittwoch   16.00 - 18.00 Uhr
Donnerstag 15.00 - 19.00Uhr",52.521630796846765,13.591638213764707,Cecilienplatz 5,12619,Berlin,,,,,,,,,77b3c33a92554bcf8e8c2c86cedd6f6f,"leitungswasser,refill,refill-station,trinkwasser",CC0-1.0,,,0.0
